nl_prompt,expected,bleu1,bleu2,bleu3
"File 'save_pid.txt' contains a process ID, instantly kill this process with SIGKILL signal.",['kill -9 `cat save_pid.txt`'],0.5626311385960479,0.6236362995619311,0.07994117708843314
"Filters out all comments from the output of the command ""crontab -u $user -l"" ignoring errors","[""crontab -u $user -l 2>/dev/null | grep -v '^#'""]",0.4632848038821402,0.5144043986104211,0.34962618952210334
find .gif files in /var/www and below that were last changed between 90 and 180 days ago,['find /var/www -name *.gif -ctime +90 -ctime -180'],0.8597366850548663,0.6042312230948649,0.5395113092696223
Find a directory named 'project.images' in the entire filesystem and show it in long listing format,"['find  / -type d -name ""project.images"" -ls']",0.8121331415703947,0.8273197735451877,0.5967011899660567
"find all the "".c"" files in the folder ""/home/you"" which have been accessed in the last 30*24 hours","['find /home/you -iname ""*.c"" -atime -30 -type -f']",0.6798048334552511,0.6999615287830453,0.5603864116319641
"find all the "".flac"" files in the current folder and convert them to mp3 with 128k bit rate","['find -name ""*.flac"" -exec ffmpeg -i {} -acodec libmp3lame -ab 128k {}.mp3 \\;']",0.30417625387206765,0.35835269816178006,0.45400704674633535
find all '*.c' files under $HOME directory which context contains sprintf,"[""find $HOME -name '*.c' -print | xargs grep -l sprintf""]",0.5578672918009567,0.24436533250890002,0.5837185467370293
"Find all *.c files under and below the current directory that contain ""hogehoge""",['find . -name \\*.c | xargs grep hogehoge'],0.8661087467812156,0.6092061862304906,0.7402701909624186
Find all *.ext regular files under /path and execute my_cool_script for each of them with the file path as argument,"[""find /path -type f -name '*.ext' -exec my_cool_script \\{\\} \\;""]",0.8410764238634807,0.8313513626314468,0.8410764238634807
"Find all *.mp3, *.aif*, *.m4p, *.wav, *.flac files under $musicdir directory","['find ""$musicdir"" -type f -print | egrep -i \'\\.(mp3|aif*|m4p|wav|flac)$\'']",0.2877444291494661,0.19140295174752284,0.23172210529003806
"Find all *.page (case insensitive) files/directories under current directory and run ~/t.sh for each of them with the file path as argument, then sort the output",['find . -iname *.page -exec ~/t.sh {} \\; | sort'],0.8358486131387322,0.5890832492519092,0.41934861628107406
Find all *.pdf.marker files under ${INPUT_LOCATION} and move them to ${OUTPUT_LOCATION} also move any *.pdf files with the same name under current directory to ${OUTPUT_LOCATION},"['find ${INPUT_LOCATION}/ -name ""*.pdf.marker"" | xargs -I file mv file $(basename file .marker) ${OUTPUT_LOCATION}/.']",0.48352810600571033,0.47172666512880324,0.5115239287969682
Find all *.rb (regular) files under current directory and count their line numbers,"['find . -name ""*.rb"" -type f | xargs wc -l']",0.3688598242885495,0.6119711892440507,0.7080126811772574
Find all *.swp files/directories under current directory and print the list to a file named 'rm',"['find . -name ""*.swp"" > rm']",0.5723281923509895,0.447871014294876,0.5798104059452653
"Find all *.txt, *.html files under /basedir that match the case insensitive pattern *company* in their names","[""find /basedir/ \\( -iname '*company*' -and \\( -iname '*.txt' -or -iname '*.html' \\) \\) -print0""]",0.4240446283973735,0.48673149166375074,0.18953005840706202
Find all *.txt files that reside under and below /home/wsuNID/,"['find /home/wsuNID/ -name ""*.txt""']",1.0,0.8827916928185874,0.44482047784501905
Find all *.xml files under current directory,['find -name *.xml'],0.8268060631544933,0.6416621421905118,0.6784751099899603
Find all *gz files under asia and emea directory and print their names and line counts to file_count.txt,"['find asia emea -type f -name ""*gz"" | while IFS= read -r fname; do printf ""%s %s\\n"" ""$fname"" $(gzip -dc ""$fname"" | wc -l) >> file_count.txt; done']",0.1918466733979099,0.17460096350198664,0.23896113726367238
Find all *text files/directories under current directory,"['find -name ""*text""']",0.5948590702402718,0.5903101102120688,0.6416621421905118
Find all .less files in the current directory tree,['find . -name *.less'],0.8137489370974955,0.8137489370974955,1.0
"Find all .sql files in the current directory recursively and apply script ""scriptname"" to them","[""find . -name '*.sql' -exec scriptname {} +""]",0.5257434047105862,0.6144335401283028,0.6144335401283028
"Find all 1.txt, 2.txt and 3.txt files under current directory and change the permission to 444",['find . \\( -name 1.txt -o -name 2.txt -o -name 3.txt \\) -print|xargs chmod 444'],0.43188072336482014,0.43188072336482014,0.4675606082667276
Find all aliencoders.[0-9]+ files/directories under /home/jassi/ directory,"['find /home/jassi/ -name ""aliencoders.[0-9]+""']",0.917019812405955,0.917019812405955,1.0
Find all aliencoders.[0-9]+ files under /home/jassi/ directory,"['find /home/jassi/ -type f -name ""aliencoders.[0-9]+""']",0.2958670093676835,0.9506885335787997,1.0
find all the backup files in the current folder and delete them after user confirmation,"['find . -type f -name ""*.bak"" -exec rm -i {} \\;']",0.5808774772934541,0.5914413547380573,0.6939147336134371
Find all catalina* files/directories under /path/to/search/in,"[""find /path/to/search/in -name 'catalina*'""]",0.9099951253570094,0.9099951253570094,1.0
find all the configuration files in /etc folder along with the last access & modification time,"['find /etc -name ""*.conf"" -printf ""%f %a, %t\\n""']",0.7076432567767363,0.7638433496994431,0.7320298510989932
find all the configuration files in the file system,"['find / -name ""*.conf""']",0.6184180149906354,1.0,1.0
"find all the cpp(C++ source files), java, header files in the current directory",['find . -name *.cpp -o -name *.h -o -name *.java'],0.6283432760972777,0.2238392820195776,0.7263268363882128
find all the css files,"[""find -name '*.css'""]",0.6784751099899603,0.3538995029906511,0.28562240659909305
Find all directories in the /data1/realtime directory tree that were last modified more than 5 minutes ago but less than 60 minutes ago,['find /data1/realtime -mmin -60 -mmin +5 -type d'],0.9884373631740123,0.795913703244782,0.9884373631740123
Find all directories in the current directory tree whose names do not contain '.' and move their contents to the current directory,"[""find . -type d ! -iname '*.*' | while read d; do mv $d/* .; done""]",0.3736761859656573,0.3222904371348942,0.39625297533424125
find all the directories in the current folder and change to these directories and run a command,"['find . -type d -exec sh -c \'cd -P -- ""{}"" && pwd -P\' \\;']",0.3891948026408871,0.4238736726371452,0.4726544594656002
find all the directories in current folder and delete them,['find . -type d -delete'],0.27963537130884697,0.30324923408698096,0.6217416863812397
find all the directories in the current folder excluding search in the sub directories and create these directories in another path,"[""find . -maxdepth 1 -type d | xargs -I X mkdir '/new/directory/X'""]",0.28574558935436567,0.46732892486725774,0.5524587309159454
Find all directories that have been accessed $FTIME days ago under current directory tree,['find . -type d -atime $FTIME'],0.7907807125125278,1.0,1.0
find all directories that names are 'project.images' and display details,"['find  / -type d -name ""project.images"" -ls']",0.7315118240900724,0.7664859001739255,0.7128342610260239
Find all directories under /home/username/public_html/sites/all/themes and set their permission to 750,['find /home/username/public_html/sites/all/themes -type d -exec chmod 750 {} +'],0.7739069857875677,1.0,1.0
Find all directories under /home/username/public_html/themes and set their permission to 750,['find /home/username/public_html/themes -type d -exec chmod 750 {} +'],1.0,1.0,0.8008480885057618
"Find all directories under current directory and set read-write-execute permission for owner, read-execute permission for group and other for those directories","['find . -type d -exec chmod u=rwx,g=rx,o=rx {} \\;']",0.7439793135404971,0.8790043070790863,0.8020698945837084
"find all the directories with the name ""DIRNAME"" in the current folder and force delete them",['find . -type d -name “DIRNAME” -exec rm -rf {} \\;'],0.8921877278718924,0.5252517437102243,0.6017630703688839
find all empty files,['find / -empty'],0.572626047352845,0.2925612730731506,1.0
find all the empty files and folders in your system,['find / -empty'],1.0,0.572626047352845,0.572626047352845
Find all fglrx-libGL* files under and below debian/fglrx/,"[""find debian/fglrx/ -name 'fglrx-libGL*'""]",0.7626292902075286,0.6463616236867143,0.9051034981560222
find all files & dircetiry in current directory which  have .tmp extension and delete them .,"['find . -type f -name ""*.tmp""  -exec rm -rf {} \\;']",0.2927359693134543,0.2926015490584465,0.2926015490584465
Find all files/directories containing the case insensitive string something' in their names under current directory tree,"[""find . -iname '*something*'""]",0.8590888738245122,0.7778717264693659,0.7473236450078845
Find all files/directories in current directory and run the command 'command' on each of them invoking the command as few times as possible,['find -exec command {} +'],0.338225200211764,0.7848518349390632,0.910879922930628
"Find all files and directories in the current directory tree with ""linkin park"" in their names and copy them to /Users/tommye/Desktop/LP","['find . -iname ""*linkin park*"" -exec cp -r {} /Users/tommye/Desktop/LP \\;']",0.8312980824867423,0.9643362178005417,0.6346564625544504
Find all files/directories matching the regex .*sql.*,['find -regex .*sql.*'],0.7055645543810036,0.7055645543810036,0.6955540103750851
Find all files/directories named 'foo' in the entire filesystem,['find / -name foo'],1.0,1.0,1.0
Find all files/directories named 'foo.bar' in the entire filesystem,['find / -name foo.bar -print'],0.7046880897187133,0.7046880897187133,0.7046880897187133
Find all files/directories named 'testfile.txt' under current directory tree,['find . -name testfile.txt'],0.8590888738245122,0.8820608876899848,1.0
Find all files/directories that contain 'packet' (case insensitive) in their names excluding directories that are bigger than 1500 bytes in size,"['find . -iregex "".*packet.*"" ! -type d -size +1500c']",0.415914151161948,0.48462643415319495,0.5642629309124036
"Find all files/directories that have read, write, execution permission for user and belong to the user 'my_user' under current directory tree",['find . -user my_user -perm -u+rwx'],0.4153567918841019,0.47944492643121306,0.7500249158516006
Find all files/directories under $dir directory,"['find ""$dir""']",0.3835193624233828,1.0,0.573057404379869
Find all files/directories under '/usr/share/doc' directory tree whose name start with 'README',['find /usr/share/doc -name README\\*'],0.9394130628134758,1.0,0.9394130628134758
Find all files/directories under ./var/log directory,['find ./var/log'],1.0,0.6395028446903569,0.4223296624987592
Find all files/directories under /path/to/dir and set directory permission to 0755 and file permission to 0644,"[""find /path/to/dir -type d -exec chmod 0755 '{}' \\; -o -type f -exec chmod 0644 '{}' \\;""]",0.3083236867583216,0.41819741086502754,0.39972743603971167
"find all files and directories under the current directory and display the filesize followed by the filename, using the stat command on FreeBSD/OSX","['find . -type f -exec stat -f ""%z %N"" {} \\;']",0.23264293180342907,0.5095335712243785,0.7765591197682975
Find all files/directories under current directory in maximum 3 levels deep,['find -maxdepth 3'],0.3730764652497342,0.5561266550108377,0.6649368883611687
Find all files/directories under current directory with null character as the delimiter and then replace the null characters with :,"['find -print0 | tr ""\\0"" "":""']",0.25313656927609074,0.15394191449640116,0.47633198324317455
Find all files and directories under current directory without crossing over to other partitions,['find . -xdev -print0'],0.9487294800164372,0.4909991753827356,0.5103277571176482
Find all files/directories which have been modified from the start of the day in directories/files taken from the glob pattern '/tmp/test/*',['find /tmp/test/* -daystart -mtime -0'],0.788068829342894,0.5801462222208001,0.645320033230299
"Find all files/directories with '.tar.gz' extension under $DIR/tmp/daily/ directory tree, sort them numerically and show the last 3 of them","[""find $DIR/tmp/daily/ -name '*.tar.gz' | sort -n | tail -3""]",0.7936400829245028,0.839190753561242,0.6570688161643088
Find all files/directories with 'my key phrase' in their names under current directory,"[""find . -name '*my key phrase*'""]",0.8743414417652072,1.0,0.9029580779461402
"Finds all files having text ""texthere"" recursively in a current folder, and precedes found string with string number in file and file name.","['find -type f -exec grep -Hn ""texthere"" {} +']",0.3054900341823941,0.19088987517259146,0.572241999820279
Find all files in the `sourceDir' directory tree,['find sourceDir -mindepth 1'],0.6226286985611427,0.6226286985611427,0.4804819548203295
Find all files in the /home/myuser directory recursively that are older than 7 days,['find /home/myuser -mtime +7 -print'],0.7716229467154109,0.7866754654718968,0.7716229467154109
Find all files in the current directory and its sub-directories that have been modified sometime in the last 24 hours.,['find . -mtime -1 -prin'],0.6872892787909722,0.6395947424516564,0.580302709451948
find all the files in current directory of size greater than 10MB and less than 20 MB.,['find . -size +10M -size -20M'],1.0,0.8955601190840837,1.0
Find all files in the current directory recursively that were last modified more than 5 days ago,['find ./* -mtime +5'],0.7816275318041329,0.5697863655544793,0.5963584321358336
Find all files in current directory that were modified less than 1 day ago excluding hidden files  and archive them to /media/caca/extract/full$date.cpio,['find . -depth \\( -wholename \\./\\.\\* \\) -prune -o -print| cpio -aov > /media/caca/extract/full$date.cpio'],0.32117616913147323,0.5619919909263964,0.5751657245866445
find all the files in the current directory which have been modified after a file,['find . -newer file'],1.0,0.7013062757071812,0.3490895694339577
find all the files in the current folder and display them in the sorted order of their name,['find . | sort'],0.49883494354016517,0.3559528809154241,0.2700018830232154
find all files in the current folder that are not modified in the last 10 minutes,['find . -mmin +10 -print'],0.645648526427892,0.645648526427892,0.645648526427892
find all the files in the current folder that have been accessed in today,['find -atime 0'],0.6605534462948889,0.912167909070388,0.6605534462948889
find all files in the current folder which are bigger than 10bytes,['find . — size +10 -print'],0.5229336801061241,0.5229336801061241,0.7641254083103469
find all the files in the current folder which have been modified in the 10 minutes ago,['find -mmin +15 -mmin -25'],0.36142581458883133,0.38685494539458776,0.3984790966547998
find all the files in current folder which end with a speicifc regular expression and display their count,"['find ./ -type f -regex "".*\\.[JPGjpg]$"" | wc -l']",0.4280353227589993,0.46665585370613316,0.308328358952727
find all the files in the current folder which have execute permission,['find . -executable'],0.4128678253410355,0.40213480866063367,0.40213480866063367
find all the files in the directory which is pointed by $1 variable ending with the name held in the variable $2 or having the extension of value saved in the argument $2.,"['find $1 \\( -name ""*$2"" -o -name "".*$2"" \\) -print']",0.3516236603795149,0.33748549732508976,0.3516236603795149
find all the files in the folder /opt which have been accessed exactly 20 days ago,['find /opt -atime 20'],0.8739351325046805,1.0,1.0
find all the files in the home folder that are modified day before yesterday,['find $HOME -mtime -2 -mtime +1'],0.7268125534680258,0.37137130265807516,0.6344813391798402
Find all files in ~/clang+llvm-3.3/bin/ and print 'basename /file/path' for each file,['find ~/clang+llvm-3.3/bin/ -type f -exec echo basename {} \\;'],0.7598205236588353,0.7765649400065138,0.5575943092764264
"Find all files matching the pattern ""${pattern}"" in their name and execute ${my_command} for each of them with the file path as argument","['find ${directory} -name ""${pattern}"" -print0 | xargs -0 ${my_command}']",0.5258266229177596,0.5258266229177596,0.6630072904114388
"Find all files recursively which end in "".php""","['find . -name ""*.php"" -print']",0.5851123875042121,0.5659735270985959,0.7046880897187133
Find all files residing in /home/dm/Video or below that were changed less than 7 days ago,['find /home/dm/Video -mtime -7'],0.7017437105337435,0.7221052041889016,0.9061874434879645
find all the files that have been changed today,['find . -ctime 0 -type f'],0.5385548517856452,0.4571698763985791,0.2017715220867439
find all the files that have been modified exactly 2 days ago,['find -mtime 2'],0.45027538323550487,0.41488865152565224,0.605208325617638
Find all files that belongs to group Developer under /home directory,['find /home -group developer'],1.0,0.8985396083419646,1.0
Find all files that belong to group root,['find / -group root'],1.0,1.0,1.0
Find all files under $1 not matching the regex '.*/\..*' and execute hashmove on each of them with the file path as its argument,"[""find $1 -type f -not -regex '.*/\\..*' -exec $0 hashmove '{}' \\;""]",0.8119444026953166,0.8925489607628556,0.7054158384971078
Find all the files under /etc directory which are larger than 100k,['find /etc -size +100k'],1.0,1.0,0.9110748359159578
Find all files under /somefolder matching the pattern expanded by $FILE_PATTERN in thier names,['find /somefolder -type f -name $FILE_PATTERN'],0.9571992524634573,0.7951179177912666,0.7641358389429771
Find all files under and below the current working directory with the word California in the file,['find . -type f -exec grep California {} \\; -print'],0.4268717843997373,0.4368986221564356,0.4189242099199269
Find all files under current directory,"['find ""`pwd`"" -type f']",0.07368276169123442,0.07368276169123442,0.4696181305808053
"Find all files under current directory and make them read-only for owner, read & writable by group and remove read-write-execute permission","['find . -type f -exec chmod u+r-wx,g+rw-x,o-rwx {} \\;']",0.4152852673764178,0.6193358710718165,0.46170746865670387
Find all files under current directory and run /tmp/clever.sh for each of them with each file path as an argument,['find . -type f -exec /tmp/clever.sh {} \\;'],0.8828704089744474,0.6144234912946458,0.9109486919411917
Find all files under current directory and set read-write permission for owner and group and no permission for other for those directories,"['find . -type f -exec chmod ug=rw,o= {} \\;']",0.8239799119835393,0.8239799119835393,0.7605923647995773
"Find all files under current directory, calculate their md5sum",['find . -type f -print0 | parallel -0 -X md5sum'],0.4468590959885336,0.6412952483145318,0.4390119778859735
Find all files under current directory excluding hidden files,"[""find . -depth -path './.*' -prune -o -print""]",0.20404107782385128,0.25967219709245726,0.33977646920406496
Find all files under current directory matching the regex '.*\(\(error\|access\)\(_log\)?\|mod_jk\.log\)\.[0-9]+' in their paths,"[""find -type f -regex '.*\\(\\(error\\|access\\)\\(_log\\)?\\|mod_jk\\.log\\)\\.[0-9]+'""]",0.8089574204493793,0.963344350341361,0.6891720394299956
"find all files under the current directory that end in ""foo"" and execute somecommand on each quoted filename","['find . -name ""*.foo"" -exec somecommand ""{}"" \\;']",0.5739941898534457,0.5322785968601158,0.5864437646124915
Find all files under current directory that match the case insensitive regex .\|./.git and replace (all occurrences) the text matching the case insensitive regex expanded by $1 with $upper2 in these files,"['find . -type f \\! -iregex \'.\\|./.git\' -exec perl -i\'\' -pe ""s/$1/$upper2/gi"" {} +']",0.5821995077840938,0.36002090625695665,0.44041146938857123
Find all files under current directory that were modified more than 1 day ago,['find -mtime +1'],0.801412271514017,0.801412271514017,0.801412271514017
"Find all files under the current directory whose filenames are not ""file.txt"", ignoring the case",['find . -maxdepth 1 -not -iname file.txt'],0.5933711079284049,0.6343944557567051,0.8661087467812156
Find all files under current directory with their timestamp and paths and print a sorted list,"['sort < <(find -printf ""%T@ %p\\n"")']",0.47203392907202957,0.3983632497933936,0.5849811822708547
Find all files with '.db' extension (case insensitive) that belong to user 'exampleuser' and were modified exactly 7 days ago under '/home' directory tree,"['find /home -user exampleuser -mtime 7 -iname "".db""']",0.8714803082783033,0.574015743482423,0.6490935678727466
find all the files with the extension .xml and print them in a single line and check for the validity of a command by giving the file as input,['find . -name *.xml -print0 | xargs -n 1 -0 invalid_command'],0.29779769903567554,0.638833660576951,0.305850407678055
find all foo.bar files in the entire file system,['find / -name foo.bar -print'],0.7046880897187133,0.7046880897187133,1.0
Find all hidden directories starting from the current directory,"['find . -type d -name "".*""']",0.37179497764769753,0.7167973817266794,0.8820608876899848
"Find all lines matching ""$USER"" in ""file"" and number the output",['grep  $USER file |nl'],0.6227225442881771,0.5430321466633391,0.3767715376568519
"Finds all the log* files in /myDir recursively that are more than 7 days older, skipping already created .bz2 archives and compresses them.","[""find /myDir -name 'log*' -and -not -name '*.bz2' -ctime +7 -exec bzip2 -zv {} \\;""]",0.4322068621003531,0.4951168742912497,0.4417399108729185
Find all Makefile's in the current directory tree and look for line 235 in each of them,['find . -name Makefile -print0 | xargs -0 grep -nH $ | grep :235:'],0.4484367736420173,0.44486240111785386,0.45857263947787946
find all raw images in the current folder and pass them one at a time to the xargs command and enable parallel processing of the files,"[""find . -type f -iname '*.CR2' -print0 | xargs -0 -n 1 -P 8 -I {}""]",0.3320428829212448,0.3955531419422108,0.390513828753754
find all regular file and create jw-htmlfiles.tar,"['find . -type f -name ""*html"" | xargs tar cvf jw-htmlfiles.tar -']",0.6217087824091222,0.7144752989316968,0.532748982918539
"find all the regular/normal files ending with "".mod"" in a folder and send them as input to the remodup command","['find $DIR -name ""*.mod"" -type f -exec remodup {} \\;']",0.47443654435148314,0.5779644126587268,0.5148989167149562
find all the normal/regular files in the current directory and search for the word mail and display the file names,['find . -type f -exec grep -il mail'],0.44360989586901844,0.8269917873385972,0.8060867602682974
Find all regular files in the current directory tree and print a command to move them to the current directory,['find . -type f -exec echo mv -t . {} +'],0.38412096327218503,0.34451167986282805,0.577091571047155
Find all regular files in the current directory tree last modified between 1 and 3 days ago and list them using format '%Tc %p\n',"[""find ./ -daystart -mtime -3 -type f  ! -mtime -1  -printf '%Tc %p\\n'""]",0.6136815261949803,0.4708479413781385,0.610570154584925
Find all regular files in the current directory tree that have been modified within the last 10 minutes,['find . –type f -mmin -10'],0.8843865924896842,0.6599676362367708,0.8843865924896842
find all the regular/normal files in the current folder which have been accessed in the last 1440*24 hours and not modified in 1441*24 hours excluding those which are in the custom sub directory tree,['ionice -c 3 find  . -type f -amin -1440 -mmin +1441 -not -path custom/ -print0'],0.3120148905829163,0.04081506214537922,0.4064697897167308
"find all the regular files in the current folder which start with a ""some text""","[""find . -type f -name '*some text*'""]",0.8601391404758658,0.8601391404758658,0.8629478343121986
"find all normal/regular files in the folder ""//path/to/source/Directory"" and calculate the md5sum of them and save the output to  file Output.txt","[""find //path/to/source/Directory -type f -exec md5sum {} + | awk '{print $0}' > Output.txt""]",0.690656631095715,0.7142098501924253,0.731204942752679
Find all regular files named postgis-2.0.0 under your home directory,"['find ~/ -type f -name ""postgis-2.0.0""']",1.0,0.928663927948396,0.8261110458489583
Find all regular files that start with stat,['find . -type f –iname stat*'],0.8604852743887371,0.8604852743887371,0.7551475759603
"Find all regular files under $DIR/tmp/daily/, sort them in reverse numerical order and copy the first two files to $DIR/tmp/weekly/","['find $DIR/tmp/daily/ -type f -printf ""%p\\n"" | sort -rn | head -n 2 | xargs -I{} cp {} $DIR/tmp/weekly/']",0.6198361082918249,0.6187732740493243,0.6380002372276029
Find all regular files under test directory,['find test -type f'],1.0,1.0,1.0
find all sqlite files in the current directory.,"['find ./ -name ""*.sqlite""']",0.6978742132255056,0.8862476419965991,0.6978742132255056
Find all SUID files .,['find /  -perm /u=s'],0.21697301406549346,0.25784104534119895,0.7226681069491931
Find all SUID set files under current directory and show a few lines of output from the beginning,['find . -perm /u=s | head'],0.7232927766551176,0.6344813391798402,0.3344310978883903
find all the text files in current folder and force delete them,"['find . -name ""*.txt"" | xargs rm -rf']",0.2689870198015538,0.5864548900066899,0.5972070021272203
find all the text files in the current folder and do not  search in the sub directories,"['find -maxdepth 1 -iname ""*.txt""']",0.5918782904406352,0.8553675347404799,0.8553675347404799
Find all top level directories under current directory that doesn't contain a file/directory named 'bin',"[""comm -3 <(printf '%s\\n' */ | sed 's|/.*||' | sort) <(find */ -type d -name bin | cut -d/ -f1 | uniq)""]",0.09940120048638826,0.24153516776286343,0.13118653684582818
find all the video files in the folder /home/<user>,"['find /home/<user> -type f -exec file {} + | grep -E ""MPEG v4|EBML|Microsoft ASF|Macromedia Flash Video|WebM|Apple QuickTime movie|AVI""']",0.025104704608131138,0.024063609622616996,0.06633402499409055
find all the zip files in the current folder and create a tar ball of these zip files,"[""find . -type f -name '*.zip' -print0 | xargs -0 tar -xzf""]",0.22049144364754356,0.3335475012854622,0.3933771733599082
Find an inode and remove,['find . -inum 968746 -exec rm -i {} \\;'],0.6543939015564276,0.15787525216816792,0.5873283950948204
Find and replace xxx with yyy in whole directory tree,"[""find . -type f -exec perl -pi -e 's|xxx|yyy|g' {} ;""]",0.27855563841861036,0.3247820479921299,0.31677802165674424
Find directories that are directly under $workspace_ts directory (no-subdirectories) and were modified less than 30 days ago,['find $workspace_ts -mindepth 1 -maxdepth 1 -type d -mtime -30'],0.6429610937580459,0.7157628100549152,1.0
Find directories that are directly under $workspace_ts directory (no-subdirectories) and were modified more than 30 days ago,['find $workspace_ts -mindepth 1 -maxdepth 1 -type d -mtime +30 -print'],0.7656692210321073,0.8096345591110524,0.5881993761227013
Find directories with permissions 777 and change them to 755 recursively,['find /home -type d -perm 777 -print -exec chmod 755 {} \\;'],0.7374561606091778,0.6545327446047953,0.7374561606091778
Find disk used space of only the target directory,['du --max-depth=0 ./directory'],0.11269194152450027,0.2172451814143481,0.1289269466457552
Find every JavaScript file in the wordpress directory tree,"[""find wordpress -name '*js'""]",0.5424434930647153,0.6836858580099509,0.4306165652033611
Find executable files,['find . -perm -100 -print'],0.28035290116063705,0.40842567407749947,0.4146629845117828
"find the file ""filename.txt"" in the usr folder",['find /usr -name filename.txt -print'],0.7788007830714049,0.7788007830714049,0.7368244174008657
Find files/directories named 'document' in the entire filesystem and in the directory tree '/usr' even if it's in a different partition without traversing to other devices/partitions,['find / /usr -xdev -name document -print'],0.8422580477058239,0.7616882534810523,0.7583642186780454
"Find files/directories under /users/tom that matches both the pattern ""*.pl"" and  ""*.pm""","['find /users/tom -name ""*.pl"" -name ""*.pm""']",0.3399563619287401,0.34245683458671883,0.9231855007745232
Find files/directories under current directory that matches the regex '/path/to/something'  in their paths,"[""find . -exec sh -c 'echo {} | grep -qi /path/to/something' \\; -print""]",0.41253426246428765,0.25929573350320545,0.6008853021243273
find files in the /usr/src directory with pattern` *.c  that larger than 100 Kilobytes,"[""find /usr/src -name '*.c' -size +100k -print""]",0.6406282297995933,0.8276299132500707,0.7070835353367598
Find files modified at least 5 days in the future,"['find . -newermt ""5 days""']",0.22341010710883022,0.31356006812336346,0.36152523418875304
Find files on the system accessed during the last 24 hours but not within the last hour,['find / -atime -1 -amin +60'],0.1776341468485978,0.6611770676038285,0.4498125226093347
Find files that are empty,['find -empty -type -f'],0.24338218459022268,0.44424794252656463,0.44424794252656463
Find files that are orphaned,['find -nouser'],0.28479942163807365,0.10538486915909825,0.28479942163807365
Find files that don’t have 644 permissions,['find / -type f ! -perm 644'],0.4744157938730117,0.6952219386678455,0.6952219386678455
Find files with size more than 200557600B and which are more than 2 days old under  ${userdir}/${i}/incoming directory and remove them,['find ${userdir}/${i}/incoming -mtime +2 -type f -size +200557600c -exec rm {} \\;'],0.9611335905095627,1.0,0.738326589599649
Finds if 'subversion' package is installed in system.,['yum list | grep subversion'],0.3866649710525436,0.3072328416567403,0.7017480500586009
Find links to file path/to/foo.txt,['find -L / -samefile path/to/foo.txt'],0.51154768766703,0.4958592295303342,0.5626553626181399
find md5sum of a string stored in $pass,"['printf \'%s\' ""$pass"" | md5']",0.5126085718998276,0.5126085718998276,0.5126085718998276
Finds PIDs of ssh sessions of all logged in users.,"[""pgrep -u w | grep ssh| awk '{print $1}' ssh""]",3.057294958383432e-78,0.14869595393850493,0.35326184363847046
"Finds recursively all files not having extension .o in '/path/' that contain 'pattern', and prints matched strings with string number and file name.","['grep --exclude=*.o -rnw \'/path/to/somewhere/\' -e ""pattern""']",0.3114213283282186,0.316453634413062,0.2824930819629293
Find regular files that are larger than 2GB,['find . -type f -size +2G'],0.8843865924896842,0.4185180195193637,0.8843865924896842
find the regular js files which path does not contains '*/test/*'  and name does not contains '*-min-*' or '*console*',"['find . ! -path ""*/test/*"" -type f -name ""*.js"" ! -name ""*-min-*"" ! -name ""*console*""']",0.7756291504753661,0.7617414292410398,0.5467841264434824
"Find sqlite3 databases in the current directory tree, execute query 'SELECT * FROM table WHERE column1=""value""' on all of them, and search the result for ""value""","['find . -name ""*.db"" -type f | while read file ; do sqlite3 $file ""SELECT * FROM table WHERE column1=\'value\'"" | grep value ; if [ $? -eq 0 ] ; then echo $file ; fi done']",0.15535706832689478,0.31488993399844145,0.21743404903787156
Find strings with 'Features' in /var/run/dmesg.boot' file,['cat /var/run/dmesg.boot | grep Features'],0.7606864622448943,0.7612477566474841,0.7612477566474841
"Find symbolic links in lpi104-6 and research/lpi104-6 to files whose pathnames end in ""file1""","['find lpi104-6 research/lpi104-6 -lname ""*file1""']",0.43894630326788153,0.6018859778075752,0.5183599459134157
Find symlinks in the current directory tree,['find . -type l | xargs ls -ld'],0.029364512160773768,0.3425188550930455,0.029364512160773768
Find the top level directories that contain a 'bin' directory in it or in one of it's sub-directories and print a sorted list to file b,"['find . -type d -name bin | cut -d/ -f1,2 | sort > b']",0.47508798256605905,0.1608049993996157,0.2696474071482839
Find writable files in the current directory tree,['find . -writable'],0.2781173256296274,0.2578557675410513,0.19631974133686445
"Force create a symbolic link to ""$f"" in ""~/my-existing-links/"" with name the basename of ""$f""","['ln -sf ""$f"" ""~/my-existing-links/$(basename $f)""']",0.44784306928562817,0.5070972457929791,0.7950824843791566
"forcibly and verbosely create a symbolic link named ""target"" to file ""source""",['ln -sfvn source target'],0.7412150101255036,0.8747394842931362,0.7412150101255036
Format the filename and modification time of files starting with t as a table on OSX,"[""stat -f 'File: %N Modified: %t%Sm' t* |column -t""]",2.7894704942278165e-78,0.142526181891557,6.3714108174690696e-155
"Format space separated fields in ""filename"" as a table","[""column -t -s' ' filename""]",0.6770927588218635,1.3964765298670632e-232,0.545472910685599
"From a script, output the name of the script itself, without containing directories.",['basename $0'],3.2279812620268206e-155,0.11649284259158209,0.32001589569502475
Gets a job with defined number back to the foreground.,['fg 1'],1.0244914152188952e-231,5.775353993361614e-78,5.487540440520353e-155
