nl_prompt,expected,bleu1,bleu2,bleu3
"File 'save_pid.txt' contains a process ID, instantly kill this process with SIGKILL signal.",['kill -9 `cat save_pid.txt`'],0.649987468483276,0.2158926921058393,0.416007953336025
"Filters out all comments from the output of the command ""crontab -u $user -l"" ignoring errors","[""crontab -u $user -l 2>/dev/null | grep -v '^#'""]",0.2101792427944378,0.16453837385941542,0.19952824957899346
find .gif files in /var/www and below that were last changed between 90 and 180 days ago,['find /var/www -name *.gif -ctime +90 -ctime -180'],0.5767763956699928,0.5043048379405644,0.6992184787623923
Find a directory named 'project.images' in the entire filesystem and show it in long listing format,"['find  / -type d -name ""project.images"" -ls']",0.6435275424790662,0.956570371605845,0.8121331415703947
"find all the "".c"" files in the folder ""/home/you"" which have been accessed in the last 30*24 hours","['find /home/you -iname ""*.c"" -atime -30 -type -f']",0.6370559466541086,0.7521579085176868,0.6928188120605433
"find all the "".flac"" files in the current folder and convert them to mp3 with 128k bit rate","['find -name ""*.flac"" -exec ffmpeg -i {} -acodec libmp3lame -ab 128k {}.mp3 \\;']",0.41340689078244663,0.6167796526661152,0.3225109113367765
find all '*.c' files under $HOME directory which context contains sprintf,"[""find $HOME -name '*.c' -print | xargs grep -l sprintf""]",0.7836189701247374,0.6640176292371806,0.7346869497093522
"Find all *.c files under and below the current directory that contain ""hogehoge""",['find . -name \\*.c | xargs grep hogehoge'],0.6297022258151718,0.7076076008086323,0.6249399567995595
Find all *.ext regular files under /path and execute my_cool_script for each of them with the file path as argument,"[""find /path -type f -name '*.ext' -exec my_cool_script \\{\\} \\;""]",0.8985321782570287,0.9280079927150228,0.6875874059266194
"Find all *.mp3, *.aif*, *.m4p, *.wav, *.flac files under $musicdir directory","['find ""$musicdir"" -type f -print | egrep -i \'\\.(mp3|aif*|m4p|wav|flac)$\'']",0.33032883546984704,0.33032883546984704,0.2809891833691211
"Find all *.page (case insensitive) files/directories under current directory and run ~/t.sh for each of them with the file path as argument, then sort the output",['find . -iname *.page -exec ~/t.sh {} \\; | sort'],0.5058364978965844,0.5697186705349636,0.21476874900620002
Find all *.pdf.marker files under ${INPUT_LOCATION} and move them to ${OUTPUT_LOCATION} also move any *.pdf files with the same name under current directory to ${OUTPUT_LOCATION},"['find ${INPUT_LOCATION}/ -name ""*.pdf.marker"" | xargs -I file mv file $(basename file .marker) ${OUTPUT_LOCATION}/.']",0.487879937147607,0.47445121215343833,0.5641017257910261
Find all *.rb (regular) files under current directory and count their line numbers,"['find . -name ""*.rb"" -type f | xargs wc -l']",0.822623943607207,0.616309798252063,0.616309798252063
Find all *.swp files/directories under current directory and print the list to a file named 'rm',"['find . -name ""*.swp"" > rm']",0.24866971072716018,0.4157669611842277,0.2851522526328667
"Find all *.txt, *.html files under /basedir that match the case insensitive pattern *company* in their names","[""find /basedir/ \\( -iname '*company*' -and \\( -iname '*.txt' -or -iname '*.html' \\) \\) -print0""]",0.613224106024579,0.5767778302192205,0.4895192838489481
Find all *.txt files that reside under and below /home/wsuNID/,"['find /home/wsuNID/ -name ""*.txt""']",1.0,0.8827916928185874,0.8827916928185874
Find all *.xml files under current directory,['find -name *.xml'],0.44753178395843146,0.8268060631544933,0.6784751099899603
Find all *gz files under asia and emea directory and print their names and line counts to file_count.txt,"['find asia emea -type f -name ""*gz"" | while IFS= read -r fname; do printf ""%s %s\\n"" ""$fname"" $(gzip -dc ""$fname"" | wc -l) >> file_count.txt; done']",0.2469330244890516,0.18364851477258434,0.15341708873945525
Find all *text files/directories under current directory,"['find -name ""*text""']",0.8463748575019103,0.8463748575019103,0.8463748575019103
Find all .less files in the current directory tree,['find . -name *.less'],0.8137489370974955,0.8137489370974955,0.8137489370974955
"Find all .sql files in the current directory recursively and apply script ""scriptname"" to them","[""find . -name '*.sql' -exec scriptname {} +""]",0.4799150594287489,0.46194598789244695,0.751828514783195
"Find all 1.txt, 2.txt and 3.txt files under current directory and change the permission to 444",['find . \\( -name 1.txt -o -name 2.txt -o -name 3.txt \\) -print|xargs chmod 444'],0.24937122462150885,0.30677304882454376,0.24937122462150885
Find all aliencoders.[0-9]+ files/directories under /home/jassi/ directory,"['find /home/jassi/ -name ""aliencoders.[0-9]+""']",1.0,0.8199277649246208,0.917019812405955
Find all aliencoders.[0-9]+ files under /home/jassi/ directory,"['find /home/jassi/ -type f -name ""aliencoders.[0-9]+""']",0.8286218872385858,0.7526574179109806,0.9298663600557577
find all the backup files in the current folder and delete them after user confirmation,"['find . -type f -name ""*.bak"" -exec rm -i {} \\;']",0.42208800409539626,0.5057181773837811,0.41814382536207767
Find all catalina* files/directories under /path/to/search/in,"[""find /path/to/search/in -name 'catalina*'""]",1.0,1.0,1.0
find all the configuration files in /etc folder along with the last access & modification time,"['find /etc -name ""*.conf"" -printf ""%f %a, %t\\n""']",0.602011654531975,0.4449646787259515,0.4911946933713172
find all the configuration files in the file system,"['find / -name ""*.conf""']",0.8164795700243452,0.6472859418230064,0.7352923728444682
"find all the cpp(C++ source files), java, header files in the current directory",['find . -name *.cpp -o -name *.h -o -name *.java'],0.53052083591585,0.7263268363882128,0.7263268363882128
find all the css files,"[""find -name '*.css'""]",0.5288048437910816,0.8463748575019103,0.3538995029906511
Find all directories in the /data1/realtime directory tree that were last modified more than 5 minutes ago but less than 60 minutes ago,['find /data1/realtime -mmin -60 -mmin +5 -type d'],0.73445076342173,0.8405633649216107,0.8565812942090595
Find all directories in the current directory tree whose names do not contain '.' and move their contents to the current directory,"[""find . -type d ! -iname '*.*' | while read d; do mv $d/* .; done""]",0.4616968977154118,0.43766482679479096,0.40122417997693094
find all the directories in the current folder and change to these directories and run a command,"['find . -type d -exec sh -c \'cd -P -- ""{}"" && pwd -P\' \\;']",0.4642732832584981,0.4185284435635778,0.43785599649977497
find all the directories in current folder and delete them,['find . -type d -delete'],0.5062449158389938,0.477402596194193,1.0
find all the directories in the current folder excluding search in the sub directories and create these directories in another path,"[""find . -maxdepth 1 -type d | xargs -I X mkdir '/new/directory/X'""]",0.40175841067039053,0.1973595773527773,0.49089404934303754
Find all directories that have been accessed $FTIME days ago under current directory tree,['find . -type d -atime $FTIME'],0.7907807125125278,1.0,1.0
find all directories that names are 'project.images' and display details,"['find  / -type d -name ""project.images"" -ls']",0.7826974233681468,0.5496886290767026,0.6997491735817379
Find all directories under /home/username/public_html/sites/all/themes and set their permission to 750,['find /home/username/public_html/sites/all/themes -type d -exec chmod 750 {} +'],0.9738505480425678,0.9738505480425678,1.0
Find all directories under /home/username/public_html/themes and set their permission to 750,['find /home/username/public_html/themes -type d -exec chmod 750 {} +'],1.0,1.0,1.0
"Find all directories under current directory and set read-write-execute permission for owner, read-execute permission for group and other for those directories","['find . -type d -exec chmod u=rwx,g=rx,o=rx {} \\;']",0.3655255571839209,0.8682774626910517,0.7439793135404971
"find all the directories with the name ""DIRNAME"" in the current folder and force delete them",['find . -type d -name “DIRNAME” -exec rm -rf {} \\;'],0.5333117179102467,0.8926242079441261,0.8926242079441261
find all empty files,['find / -empty'],0.49009410393069486,0.47176896213068414,0.47176896213068414
find all the empty files and folders in your system,['find / -empty'],1.0,0.572626047352845,0.2666090188234886
Find all fglrx-libGL* files under and below debian/fglrx/,"[""find debian/fglrx/ -name 'fglrx-libGL*'""]",0.9051034981560222,0.9058330799905063,0.9058330799905063
find all files & dircetiry in current directory which  have .tmp extension and delete them .,"['find . -type f -name ""*.tmp""  -exec rm -rf {} \\;']",0.655136146965144,0.7715360982611562,0.6508126801574649
Find all files/directories containing the case insensitive string something' in their names under current directory tree,"[""find . -iname '*something*'""]",0.7888168719636572,0.7628936927733773,0.8295590340030184
Find all files/directories in current directory and run the command 'command' on each of them invoking the command as few times as possible,['find -exec command {} +'],0.8801117367933934,0.9193227152249185,0.479033905070678
"Find all files and directories in the current directory tree with ""linkin park"" in their names and copy them to /Users/tommye/Desktop/LP","['find . -iname ""*linkin park*"" -exec cp -r {} /Users/tommye/Desktop/LP \\;']",1.0,0.8072910377580771,0.5512987796360167
Find all files/directories matching the regex .*sql.*,['find -regex .*sql.*'],0.8545740127924681,0.8545740127924681,0.44903323241491255
Find all files/directories named 'foo' in the entire filesystem,['find / -name foo'],1.0,1.0,1.0
Find all files/directories named 'foo.bar' in the entire filesystem,['find / -name foo.bar -print'],0.7046880897187133,0.7046880897187133,0.6558853724685539
Find all files/directories named 'testfile.txt' under current directory tree,['find . -name testfile.txt'],0.7701365065543356,0.8820608876899848,1.0
Find all files/directories that contain 'packet' (case insensitive) in their names excluding directories that are bigger than 1500 bytes in size,"['find . -iregex "".*packet.*"" ! -type d -size +1500c']",0.5220976720860697,0.4090219683853485,0.4090219683853485
"Find all files/directories that have read, write, execution permission for user and belong to the user 'my_user' under current directory tree",['find . -user my_user -perm -u+rwx'],0.3746221542655818,0.1908398774841097,0.3406018333799951
Find all files/directories under $dir directory,"['find ""$dir""']",0.573057404379869,0.20178304283073079,0.3835193624233828
Find all files/directories under '/usr/share/doc' directory tree whose name start with 'README',['find /usr/share/doc -name README\\*'],0.8702397637697912,0.8702397637697912,0.8702397637697912
Find all files/directories under ./var/log directory,['find ./var/log'],1.0,1.0,1.0
Find all files/directories under /path/to/dir and set directory permission to 0755 and file permission to 0644,"[""find /path/to/dir -type d -exec chmod 0755 '{}' \\; -o -type f -exec chmod 0644 '{}' \\;""]",0.2730317684618068,0.2730317684618068,0.29077659565206615
"find all files and directories under the current directory and display the filesize followed by the filename, using the stat command on FreeBSD/OSX","['find . -type f -exec stat -f ""%z %N"" {} \\;']",0.6824005118929988,0.5687691268083345,0.48544481211189033
Find all files/directories under current directory in maximum 3 levels deep,['find -maxdepth 3'],1.0,0.5561266550108377,0.5798442808829941
Find all files/directories under current directory with null character as the delimiter and then replace the null characters with :,"['find -print0 | tr ""\\0"" "":""']",0.1496453157729488,0.1869660635530175,2.985125421954546e-155
Find all files and directories under current directory without crossing over to other partitions,['find . -xdev -print0'],0.29738726341300875,0.5579235335264044,0.34779770928081405
Find all files/directories which have been modified from the start of the day in directories/files taken from the glob pattern '/tmp/test/*',['find /tmp/test/* -daystart -mtime -0'],0.7813247122113379,0.9709835434146469,0.9709835434146469
"Find all files/directories with '.tar.gz' extension under $DIR/tmp/daily/ directory tree, sort them numerically and show the last 3 of them","[""find $DIR/tmp/daily/ -name '*.tar.gz' | sort -n | tail -3""]",0.5800708583059809,0.6528212044893286,0.7316221880916963
Find all files/directories with 'my key phrase' in their names under current directory,"[""find . -name '*my key phrase*'""]",0.8049696272694438,1.0,0.692981874417656
"Finds all files having text ""texthere"" recursively in a current folder, and precedes found string with string number in file and file name.","['find -type f -exec grep -Hn ""texthere"" {} +']",0.4955420039565843,0.5589349954481652,0.3556312639381639
Find all files in the `sourceDir' directory tree,['find sourceDir -mindepth 1'],0.6708480197599299,0.6226286985611427,0.6226286985611427
Find all files in the /home/myuser directory recursively that are older than 7 days,['find /home/myuser -mtime +7 -print'],0.7716229467154109,0.7866754654718968,0.7716229467154109
Find all files in the current directory and its sub-directories that have been modified sometime in the last 24 hours.,['find . -mtime -1 -prin'],0.9533589351059683,0.9533589351059683,0.6395947424516564
find all the files in current directory of size greater than 10MB and less than 20 MB.,['find . -size +10M -size -20M'],0.7907807125125278,1.0,1.0
Find all files in the current directory recursively that were last modified more than 5 days ago,['find ./* -mtime +5'],0.7816275318041329,0.7816275318041329,0.7816275318041329
Find all files in current directory that were modified less than 1 day ago excluding hidden files  and archive them to /media/caca/extract/full$date.cpio,['find . -depth \\( -wholename \\./\\.\\* \\) -prune -o -print| cpio -aov > /media/caca/extract/full$date.cpio'],0.5428127631019172,0.5895116309095731,0.08155438726330595
find all the files in the current directory which have been modified after a file,['find . -newer file'],0.3133640361150599,0.518836150464752,0.782878563712303
find all the files in the current folder and display them in the sorted order of their name,['find . | sort'],0.2490784951946792,0.26821279296640554,0.5429186958796153
find all files in the current folder that are not modified in the last 10 minutes,['find . -mmin +10 -print'],0.5595458546033194,1.0,0.5595458546033194
find all the files in the current folder that have been accessed in today,['find -atime 0'],0.4703361750670297,0.2940034914312708,0.36067814893280986
find all files in the current folder which are bigger than 10bytes,['find . — size +10 -print'],0.841354400365363,0.841354400365363,0.841354400365363
find all the files in the current folder which have been modified in the 10 minutes ago,['find -mmin +15 -mmin -25'],0.36256300273131326,0.4163872466286158,0.44374159657322165
find all the files in current folder which end with a speicifc regular expression and display their count,"['find ./ -type f -regex "".*\\.[JPGjpg]$"" | wc -l']",0.39506153747892536,0.3426016165124957,0.4064154264498608
find all the files in the current folder which have execute permission,['find . -executable'],0.4024926771958422,0.30123786461877344,0.40213480866063367
find all the files in the directory which is pointed by $1 variable ending with the name held in the variable $2 or having the extension of value saved in the argument $2.,"['find $1 \\( -name ""*$2"" -o -name "".*$2"" \\) -print']",0.37100615400666376,0.5422614674947933,0.3869979895461262
find all the files in the folder /opt which have been accessed exactly 20 days ago,['find /opt -atime 20'],0.7135684569113662,1.0,1.0
find all the files in the home folder that are modified day before yesterday,['find $HOME -mtime -2 -mtime +1'],0.5997717380108798,0.5997717380108798,0.36578518046346964
Find all files in ~/clang+llvm-3.3/bin/ and print 'basename /file/path' for each file,['find ~/clang+llvm-3.3/bin/ -type f -exec echo basename {} \\;'],0.8998957839803103,0.7972231992159643,0.5821162015915673
"Find all files matching the pattern ""${pattern}"" in their name and execute ${my_command} for each of them with the file path as argument","['find ${directory} -name ""${pattern}"" -print0 | xargs -0 ${my_command}']",0.5955198749631951,0.5093405789019971,0.5093405789019971
"Find all files recursively which end in "".php""","['find . -name ""*.php"" -print']",0.7046880897187133,0.5659735270985959,0.5573985766254519
Find all files residing in /home/dm/Video or below that were changed less than 7 days ago,['find /home/dm/Video -mtime -7'],0.7017437105337435,0.6284917366630728,0.7017437105337435
find all the files that have been changed today,['find . -ctime 0 -type f'],0.4441985005060449,0.4983116255128665,0.6218254057241969
find all the files that have been modified exactly 2 days ago,['find -mtime 2'],0.7856293018010261,0.7856293018010261,0.7856293018010261
Find all files that belongs to group Developer under /home directory,['find /home -group developer'],0.7047469163494912,0.7047469163494912,0.7047469163494912
Find all files that belong to group root,['find / -group root'],1.0,1.0,1.0
Find all files under $1 not matching the regex '.*/\..*' and execute hashmove on each of them with the file path as its argument,"[""find $1 -type f -not -regex '.*/\\..*' -exec $0 hashmove '{}' \\;""]",0.59111664320591,0.5587832265807805,0.5188592363811386
Find all the files under /etc directory which are larger than 100k,['find /etc -size +100k'],1.0,0.6984569896942305,1.0
Find all files under /somefolder matching the pattern expanded by $FILE_PATTERN in thier names,['find /somefolder -type f -name $FILE_PATTERN'],0.7177151745193605,0.9202663016973823,0.7946010319578035
Find all files under and below the current working directory with the word California in the file,['find . -type f -exec grep California {} \\; -print'],0.4958298687883829,0.8287981858682639,0.41282373326407545
Find all files under current directory,"['find ""`pwd`"" -type f']",0.07368276169123442,0.5097786118996651,0.07368276169123442
"Find all files under current directory and make them read-only for owner, read & writable by group and remove read-write-execute permission","['find . -type f -exec chmod u+r-wx,g+rw-x,o-rwx {} \\;']",0.6250847982667056,0.6267762787490989,0.6831663779241022
Find all files under current directory and run /tmp/clever.sh for each of them with each file path as an argument,['find . -type f -exec /tmp/clever.sh {} \\;'],1.0,0.9499555082413227,0.7448162068875467
Find all files under current directory and set read-write permission for owner and group and no permission for other for those directories,"['find . -type f -exec chmod ug=rw,o= {} \\;']",0.8239799119835393,0.8828704089744474,0.9370011451812967
"Find all files under current directory, calculate their md5sum",['find . -type f -print0 | parallel -0 -X md5sum'],0.29657860055020524,0.3956357938896766,0.4390119778859735
Find all files under current directory excluding hidden files,"[""find . -depth -path './.*' -prune -o -print""]",0.1969330427793559,0.5680144519241018,0.6680284503452514
Find all files under current directory matching the regex '.*\(\(error\|access\)\(_log\)?\|mod_jk\.log\)\.[0-9]+' in their paths,"[""find -type f -regex '.*\\(\\(error\\|access\\)\\(_log\\)?\\|mod_jk\\.log\\)\\.[0-9]+'""]",0.8308754814541351,0.8839629983270164,0.9035089462851188
"find all files under the current directory that end in ""foo"" and execute somecommand on each quoted filename","['find . -name ""*.foo"" -exec somecommand ""{}"" \\;']",0.6746608285354935,0.8049201573853505,0.7502259652479014
Find all files under current directory that match the case insensitive regex .\|./.git and replace (all occurrences) the text matching the case insensitive regex expanded by $1 with $upper2 in these files,"['find . -type f \\! -iregex \'.\\|./.git\' -exec perl -i\'\' -pe ""s/$1/$upper2/gi"" {} +']",0.5952756614004932,0.6348335639306988,0.5600888774460602
Find all files under current directory that were modified more than 1 day ago,['find -mtime +1'],0.801412271514017,0.47338395859839777,0.801412271514017
"Find all files under the current directory whose filenames are not ""file.txt"", ignoring the case",['find . -maxdepth 1 -not -iname file.txt'],0.4517766268671469,0.44220616771451676,0.44220616771451676
Find all files under current directory with their timestamp and paths and print a sorted list,"['sort < <(find -printf ""%T@ %p\\n"")']",0.3904946285046126,0.5111157532508852,0.5292058483817929
Find all files with '.db' extension (case insensitive) that belong to user 'exampleuser' and were modified exactly 7 days ago under '/home' directory tree,"['find /home -user exampleuser -mtime 7 -iname "".db""']",0.47387891672709753,0.5112814897522282,0.7279623086062694
find all the files with the extension .xml and print them in a single line and check for the validity of a command by giving the file as input,['find . -name *.xml -print0 | xargs -n 1 -0 invalid_command'],0.4851203809498749,0.3727265816123275,0.4059817356757394
find all foo.bar files in the entire file system,['find / -name foo.bar -print'],0.548237884214923,0.7046880897187133,0.8096427216101598
Find all hidden directories starting from the current directory,"['find . -type d -name "".*""']",0.5531866754465277,1.0,0.8588510825398774
"Find all lines matching ""$USER"" in ""file"" and number the output",['grep  $USER file |nl'],0.4671778989333441,0.5269454215048226,0.35466561583837775
"Finds all the log* files in /myDir recursively that are more than 7 days older, skipping already created .bz2 archives and compresses them.","[""find /myDir -name 'log*' -and -not -name '*.bz2' -ctime +7 -exec bzip2 -zv {} \\;""]",0.2801480700644623,0.5107901778108165,0.4904564797413104
Find all Makefile's in the current directory tree and look for line 235 in each of them,['find . -name Makefile -print0 | xargs -0 grep -nH $ | grep :235:'],0.44198288153936455,0.746912605603614,0.44198288153936455
find all raw images in the current folder and pass them one at a time to the xargs command and enable parallel processing of the files,"[""find . -type f -iname '*.CR2' -print0 | xargs -0 -n 1 -P 8 -I {}""]",0.31453977459482135,0.6822401793148671,0.4338246745301102
find all regular file and create jw-htmlfiles.tar,"['find . -type f -name ""*html"" | xargs tar cvf jw-htmlfiles.tar -']",0.26179690007834255,0.4615375772736336,0.5272554817529089
"find all the regular/normal files ending with "".mod"" in a folder and send them as input to the remodup command","['find $DIR -name ""*.mod"" -type f -exec remodup {} \\;']",0.4791836469392339,0.31627907527687504,0.45646002806298436
find all the normal/regular files in the current directory and search for the word mail and display the file names,['find . -type f -exec grep -il mail'],0.6096713525041255,0.5202326378297956,0.4409099305787335
Find all regular files in the current directory tree and print a command to move them to the current directory,['find . -type f -exec echo mv -t . {} +'],0.46094405818332235,0.13709960111057454,0.46348952510254177
Find all regular files in the current directory tree last modified between 1 and 3 days ago and list them using format '%Tc %p\n',"[""find ./ -daystart -mtime -3 -type f  ! -mtime -1  -printf '%Tc %p\\n'""]",0.580476215990805,0.4205903587342468,0.4252904218163963
Find all regular files in the current directory tree that have been modified within the last 10 minutes,['find . –type f -mmin -10'],0.8843865924896842,0.8843865924896842,0.5710431436044473
find all the regular/normal files in the current folder which have been accessed in the last 1440*24 hours and not modified in 1441*24 hours excluding those which are in the custom sub directory tree,['ionice -c 3 find  . -type f -amin -1440 -mmin +1441 -not -path custom/ -print0'],0.3599025355346268,0.38802349965055466,0.40305754728249293
"find all the regular files in the current folder which start with a ""some text""","[""find . -type f -name '*some text*'""]",0.8293060479770022,0.7625633530750365,0.5817436063102608
"find all normal/regular files in the folder ""//path/to/source/Directory"" and calculate the md5sum of them and save the output to  file Output.txt","[""find //path/to/source/Directory -type f -exec md5sum {} + | awk '{print $0}' > Output.txt""]",0.6016338200611945,0.731204942752679,0.7059940103980251
Find all regular files named postgis-2.0.0 under your home directory,"['find ~/ -type f -name ""postgis-2.0.0""']",0.8261110458489583,0.8261110458489583,0.8261110458489583
Find all regular files that start with stat,['find . -type f –iname stat*'],0.8211360240324279,0.6828372311187139,0.7637483416234716
"Find all regular files under $DIR/tmp/daily/, sort them in reverse numerical order and copy the first two files to $DIR/tmp/weekly/","['find $DIR/tmp/daily/ -type f -printf ""%p\\n"" | sort -rn | head -n 2 | xargs -I{} cp {} $DIR/tmp/weekly/']",0.6489781129709865,0.49197180678174524,0.6733701373545703
Find all regular files under test directory,['find test -type f'],1.0,1.0,1.0
find all sqlite files in the current directory.,"['find ./ -name ""*.sqlite""']",0.5671276403520978,0.5447515151137466,0.8862476419965991
Find all SUID files .,['find /  -perm /u=s'],0.6420524082455379,0.8917143641551922,0.8917143641551922
Find all SUID set files under current directory and show a few lines of output from the beginning,['find . -perm /u=s | head'],0.5353045232001137,0.28637379498428367,0.30231958084638266
find all the text files in current folder and force delete them,"['find . -name ""*.txt"" | xargs rm -rf']",0.32591269434802267,0.5189836938183434,0.6320096132524128
find all the text files in the current folder and do not  search in the sub directories,"['find -maxdepth 1 -iname ""*.txt""']",0.8553675347404799,0.8105932471967202,0.21709996763653008
Find all top level directories under current directory that doesn't contain a file/directory named 'bin',"[""comm -3 <(printf '%s\\n' */ | sed 's|/.*||' | sort) <(find */ -type d -name bin | cut -d/ -f1 | uniq)""]",0.22481036117598574,0.10396101575608435,0.15023386580753778
find all the video files in the folder /home/<user>,"['find /home/<user> -type f -exec file {} + | grep -E ""MPEG v4|EBML|Microsoft ASF|Macromedia Flash Video|WebM|Apple QuickTime movie|AVI""']",0.08306342124317152,0.03683259444577962,0.15133338031056356
find all the zip files in the current folder and create a tar ball of these zip files,"[""find . -type f -name '*.zip' -print0 | xargs -0 tar -xzf""]",0.636557707809374,0.4868932280584904,0.3586614051545506
Find an inode and remove,['find . -inum 968746 -exec rm -i {} \\;'],0.4506972134281332,0.41862393026405753,0.14868977259146998
Find and replace xxx with yyy in whole directory tree,"[""find . -type f -exec perl -pi -e 's|xxx|yyy|g' {} ;""]",0.20127122835649353,0.25769263052177177,0.10611210636737965
Find directories that are directly under $workspace_ts directory (no-subdirectories) and were modified less than 30 days ago,['find $workspace_ts -mindepth 1 -maxdepth 1 -type d -mtime -30'],0.5955652260311902,0.5188648214186565,0.537695443129159
Find directories that are directly under $workspace_ts directory (no-subdirectories) and were modified more than 30 days ago,['find $workspace_ts -mindepth 1 -maxdepth 1 -type d -mtime +30 -print'],0.5626816408348676,0.3518493531252037,0.2972876327498931
Find directories with permissions 777 and change them to 755 recursively,['find /home -type d -perm 777 -print -exec chmod 755 {} \\;'],0.7374561606091778,0.7374561606091778,0.7374561606091778
Find disk used space of only the target directory,['du --max-depth=0 ./directory'],0.12180936215298628,1.5333185016810976e-78,0.10274662450780109
Find every JavaScript file in the wordpress directory tree,"[""find wordpress -name '*js'""]",0.5126918196181388,0.5586536422204545,0.5999368587205149
Find executable files,['find . -perm -100 -print'],0.24622924391353243,0.30620490882364887,0.3733201499146486
"find the file ""filename.txt"" in the usr folder",['find /usr -name filename.txt -print'],0.740114051768759,0.6934590787970286,0.6934590787970286
Find files/directories named 'document' in the entire filesystem and in the directory tree '/usr' even if it's in a different partition without traversing to other devices/partitions,['find / /usr -xdev -name document -print'],0.4259066288279507,0.5277722298158416,0.7552144264921006
"Find files/directories under /users/tom that matches both the pattern ""*.pl"" and  ""*.pm""","['find /users/tom -name ""*.pl"" -name ""*.pm""']",0.7219794692694343,0.5564075966672347,0.9231855007745232
Find files/directories under current directory that matches the regex '/path/to/something'  in their paths,"[""find . -exec sh -c 'echo {} | grep -qi /path/to/something' \\; -print""]",0.3029462950205096,0.361737940201852,0.33480881082379615
find files in the /usr/src directory with pattern` *.c  that larger than 100 Kilobytes,"[""find /usr/src -name '*.c' -size +100k -print""]",0.7070835353367598,0.7262162815736762,0.6252520533071634
Find files modified at least 5 days in the future,"['find . -newermt ""5 days""']",0.3510350529264055,0.36076605997271954,0.31356006812336346
Find files on the system accessed during the last 24 hours but not within the last hour,['find / -atime -1 -amin +60'],0.5390740032560224,0.4855129058570214,0.5567626026990536
Find files that are empty,['find -empty -type -f'],0.44424794252656463,0.4146629845117828,0.39770184191897207
Find files that are orphaned,['find -nouser'],0.1683197251631345,0.1289205226705995,0.03331560743837461
Find files that don’t have 644 permissions,['find / -type f ! -perm 644'],0.7056145768173673,0.8942255541978509,0.6778989724894832
Find files with size more than 200557600B and which are more than 2 days old under  ${userdir}/${i}/incoming directory and remove them,['find ${userdir}/${i}/incoming -mtime +2 -type f -size +200557600c -exec rm {} \\;'],0.8926130803048661,0.7543517172630894,0.990114107729754
Finds if 'subversion' package is installed in system.,['yum list | grep subversion'],0.5434325336242927,0.5698162889516654,0.3970761696579614
Find links to file path/to/foo.txt,['find -L / -samefile path/to/foo.txt'],0.5480647158278746,0.7324178446967796,0.577010792399154
find md5sum of a string stored in $pass,"['printf \'%s\' ""$pass"" | md5']",0.3052796454588787,0.5377872827258436,0.3473611784722775
Finds PIDs of ssh sessions of all logged in users.,"[""pgrep -u w | grep ssh| awk '{print $1}' ssh""]",0.21099811606371993,3.025001864519535e-78,0.1128293774231698
"Finds recursively all files not having extension .o in '/path/' that contain 'pattern', and prints matched strings with string number and file name.","['grep --exclude=*.o -rnw \'/path/to/somewhere/\' -e ""pattern""']",0.26514144656401634,0.31665265025029476,0.23460775586017663
Find regular files that are larger than 2GB,['find . -type f -size +2G'],0.5945142003567125,0.530347487135559,0.7623168491128143
find the regular js files which path does not contains '*/test/*'  and name does not contains '*-min-*' or '*console*',"['find . ! -path ""*/test/*"" -type f -name ""*.js"" ! -name ""*-min-*"" ! -name ""*console*""']",0.3075850438248431,0.574497641123415,0.4507513577339738
"Find sqlite3 databases in the current directory tree, execute query 'SELECT * FROM table WHERE column1=""value""' on all of them, and search the result for ""value""","['find . -name ""*.db"" -type f | while read file ; do sqlite3 $file ""SELECT * FROM table WHERE column1=\'value\'"" | grep value ; if [ $? -eq 0 ] ; then echo $file ; fi done']",0.36849079209236746,0.4107226496580675,0.3902057260432823
Find strings with 'Features' in /var/run/dmesg.boot' file,['cat /var/run/dmesg.boot | grep Features'],0.6557766674866139,0.40365810546485226,0.6697087945592625
"Find symbolic links in lpi104-6 and research/lpi104-6 to files whose pathnames end in ""file1""","['find lpi104-6 research/lpi104-6 -lname ""*file1""']",0.5440957471970994,0.4007299522196684,0.6459498266756967
Find symlinks in the current directory tree,['find . -type l | xargs ls -ld'],0.029364512160773768,0.4441974893776563,0.3425188550930455
Find the top level directories that contain a 'bin' directory in it or in one of it's sub-directories and print a sorted list to file b,"['find . -type d -name bin | cut -d/ -f1,2 | sort > b']",0.6100617967808488,0.3561960496136979,0.5245202564703679
Find writable files in the current directory tree,['find . -writable'],0.2578557675410513,0.29534359244592506,0.1673040269249998
"Force create a symbolic link to ""$f"" in ""~/my-existing-links/"" with name the basename of ""$f""","['ln -sf ""$f"" ""~/my-existing-links/$(basename $f)""']",0.6414169847146326,0.7989428512985962,0.5330671202461796
"forcibly and verbosely create a symbolic link named ""target"" to file ""source""",['ln -sfvn source target'],0.7412150101255036,0.6476577823207686,0.7412150101255036
Format the filename and modification time of files starting with t as a table on OSX,"[""stat -f 'File: %N Modified: %t%Sm' t* |column -t""]",2.64257667075046e-78,2.420387632911285e-78,3.0359630468789837e-78
"Format space separated fields in ""filename"" as a table","[""column -t -s' ' filename""]",0.20866759762570433,0.6888663231726396,0.6802851880595757
"From a script, output the name of the script itself, without containing directories.",['basename $0'],1.1035245457879284e-231,0.3187271473320672,0.22083358203177395
Gets a job with defined number back to the foreground.,['fg 1'],2.0224285973329676e-78,3.4077295621678842e-78,5.487540440520353e-155
